"","X1","Unnamed: 0","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall","month","week","day_of_month","day_of_year","day_of_week","dayName_of_week","month_name","season_no"
"4450",4449,4450,2018-06-04 09:00:00,2018-06-04,9,"Summer","No Holiday","Yes",1243,23.3,37,0.4,13360,7.7,1.28,0,0,6,23,4,155,0,"Monday","Jun",2
"4451",4450,4451,2018-06-04 10:00:00,2018-06-04,10,"Summer","No Holiday","Yes",970,25.1,40,2.7,10760,10.5,2.37,0,0,6,23,4,155,0,"Monday","Jun",2
"4452",4451,4452,2018-06-04 11:00:00,2018-06-04,11,"Summer","No Holiday","Yes",1008,26.1,37,2.4,10790,10.2,2.79,0,0,6,23,4,155,0,"Monday","Jun",2
"4453",4452,4453,2018-06-04 12:00:00,2018-06-04,12,"Summer","No Holiday","Yes",1152,26.3,36,3.1,13770,10,2.61,0,0,6,23,4,155,0,"Monday","Jun",2
"4454",4453,4454,2018-06-04 13:00:00,2018-06-04,13,"Summer","No Holiday","Yes",1085,27.4,30,2,17680,8.2,3.03,0,0,6,23,4,155,0,"Monday","Jun",2
"4455",4454,4455,2018-06-04 14:00:00,2018-06-04,14,"Summer","No Holiday","Yes",1148,26.5,43,3.9,16710,12.8,2.36,0,0,6,23,4,155,0,"Monday","Jun",2
"4456",4455,4456,2018-06-04 15:00:00,2018-06-04,15,"Summer","No Holiday","Yes",1249,25.5,43,2.9,19960,11.9,1.71,0,0,6,23,4,155,0,"Monday","Jun",2
"4457",4456,4457,2018-06-04 16:00:00,2018-06-04,16,"Summer","No Holiday","Yes",1671,25.5,43,3.2,18920,11.9,1.72,0,0,6,23,4,155,0,"Monday","Jun",2
"4458",4457,4458,2018-06-04 17:00:00,2018-06-04,17,"Summer","No Holiday","Yes",2190,24.9,46,2,18550,12.4,0.91,0,0,6,23,4,155,0,"Monday","Jun",2
"4459",4458,4459,2018-06-04 18:00:00,2018-06-04,18,"Summer","No Holiday","Yes",3380,24.4,48,1.9,19980,12.6,0.56,0,0,6,23,4,155,0,"Monday","Jun",2
"4460",4459,4460,2018-06-04 19:00:00,2018-06-04,19,"Summer","No Holiday","Yes",2788,23.9,51,2.3,20000,13.1,0.12,0,0,6,23,4,155,0,"Monday","Jun",2
"4461",4460,4461,2018-06-04 20:00:00,2018-06-04,20,"Summer","No Holiday","Yes",2508,23.4,43,1.1,20000,10,0.01,0,0,6,23,4,155,0,"Monday","Jun",2
"4462",4461,4462,2018-06-04 21:00:00,2018-06-04,21,"Summer","No Holiday","Yes",2377,22.6,62,1.1,13630,14.9,0,0,0,6,23,4,155,0,"Monday","Jun",2
"4463",4462,4463,2018-06-04 22:00:00,2018-06-04,22,"Summer","No Holiday","Yes",2000,22,64,1.8,12110,14.8,0,0,0,6,23,4,155,0,"Monday","Jun",2
"4464",4463,4464,2018-06-04 23:00:00,2018-06-04,23,"Summer","No Holiday","Yes",1354,21.4,68,2.7,9720,15.2,0,0,0,6,23,4,155,0,"Monday","Jun",2
"4465",4464,4465,2018-06-05 00:00:00,2018-06-05,0,"Summer","No Holiday","Yes",927,20.5,71,2.8,12040,15,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4466",4465,4466,2018-06-05 01:00:00,2018-06-05,1,"Summer","No Holiday","Yes",742,20,67,0.7,14260,13.6,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4467",4466,4467,2018-06-05 02:00:00,2018-06-05,2,"Summer","No Holiday","Yes",448,19.7,66,0.5,15910,13.1,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4468",4467,4468,2018-06-05 03:00:00,2018-06-05,3,"Summer","No Holiday","Yes",314,19.1,72,0.6,13700,13.9,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4469",4468,4469,2018-06-05 04:00:00,2018-06-05,4,"Summer","No Holiday","Yes",214,18.5,72,0.6,11680,13.3,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4470",4469,4470,2018-06-05 05:00:00,2018-06-05,5,"Summer","No Holiday","Yes",282,18.1,73,0.5,11820,13.1,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4471",4470,4471,2018-06-05 06:00:00,2018-06-05,6,"Summer","No Holiday","Yes",733,17.8,73,0.4,11880,12.8,0.04,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4472",4471,4472,2018-06-05 07:00:00,2018-06-05,7,"Summer","No Holiday","Yes",1602,18.8,64,0.7,10990,11.8,0.48,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4473",4472,4473,2018-06-05 08:00:00,2018-06-05,8,"Summer","No Holiday","Yes",2322,21.5,58,1.1,10210,12.8,1.21,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4474",4473,4474,2018-06-05 09:00:00,2018-06-05,9,"Summer","No Holiday","Yes",1344,23.5,51,1.4,11690,12.7,1.82,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4475",4474,4475,2018-06-05 10:00:00,2018-06-05,10,"Summer","No Holiday","Yes",959,25.5,43,1,15680,11.9,2.49,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4476",4475,4476,2018-06-05 11:00:00,2018-06-05,11,"Summer","No Holiday","Yes",974,26.8,37,1.6,16390,10.8,2.91,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4477",4476,4477,2018-06-05 12:00:00,2018-06-05,12,"Summer","No Holiday","Yes",1111,28.2,35,1.2,14110,11.2,3.23,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4478",4477,4478,2018-06-05 13:00:00,2018-06-05,13,"Summer","No Holiday","Yes",1058,28.6,34,2,12740,11.1,2.82,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4479",4478,4479,2018-06-05 14:00:00,2018-06-05,14,"Summer","No Holiday","Yes",1120,28.9,34,2.7,13280,11.4,2.06,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4480",4479,4480,2018-06-05 15:00:00,2018-06-05,15,"Summer","No Holiday","Yes",1250,29,38,3.4,7490,13.2,2.12,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4481",4480,4481,2018-06-05 16:00:00,2018-06-05,16,"Summer","No Holiday","Yes",1434,28.8,38,3.1,10270,13,2.14,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4482",4481,4482,2018-06-05 17:00:00,2018-06-05,17,"Summer","No Holiday","Yes",2115,28.1,37,3.6,13460,12,1.56,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4483",4482,4483,2018-06-05 18:00:00,2018-06-05,18,"Summer","No Holiday","Yes",3227,27.1,40,2.8,18110,12.3,1,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4484",4483,4484,2018-06-05 19:00:00,2018-06-05,19,"Summer","No Holiday","Yes",2615,25.5,43,3.1,17600,11.9,0.41,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4485",4484,4485,2018-06-05 20:00:00,2018-06-05,20,"Summer","No Holiday","Yes",2346,24,46,2.8,18960,11.6,0.06,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4486",4485,4486,2018-06-05 21:00:00,2018-06-05,21,"Summer","No Holiday","Yes",2404,23.3,51,1.7,16540,12.5,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4487",4486,4487,2018-06-05 22:00:00,2018-06-05,22,"Summer","No Holiday","Yes",2237,22.4,54,2.5,17780,12.6,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4488",4487,4488,2018-06-05 23:00:00,2018-06-05,23,"Summer","No Holiday","Yes",1646,21.9,56,0.7,18980,12.7,0,0,0,6,23,5,156,1,"Tuesday","Jun",2
"4489",4488,4489,2018-06-06 00:00:00,2018-06-06,0,"Summer","Holiday","Yes",1268,21.2,60,0.9,17890,13.1,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4490",4489,4490,2018-06-06 01:00:00,2018-06-06,1,"Summer","Holiday","Yes",1031,20.6,63,0.6,16700,13.3,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4491",4490,4491,2018-06-06 02:00:00,2018-06-06,2,"Summer","Holiday","Yes",792,20.1,65,1,14350,13.3,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4492",4491,4492,2018-06-06 03:00:00,2018-06-06,3,"Summer","Holiday","Yes",562,19.6,68,1.7,12600,13.5,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4493",4492,4493,2018-06-06 04:00:00,2018-06-06,4,"Summer","Holiday","Yes",332,19.2,68,0.8,11810,13.1,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4494",4493,4494,2018-06-06 05:00:00,2018-06-06,5,"Summer","Holiday","Yes",218,18.7,73,1.4,10650,13.7,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4495",4494,4495,2018-06-06 06:00:00,2018-06-06,6,"Summer","Holiday","Yes",351,18.5,73,1.1,10280,13.5,0.06,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4496",4495,4496,2018-06-06 07:00:00,2018-06-06,7,"Summer","Holiday","Yes",536,19.3,63,0.7,9160,12,0.46,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4497",4496,4497,2018-06-06 08:00:00,2018-06-06,8,"Summer","Holiday","Yes",799,21.2,59,1.2,7940,12.8,1.13,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4498",4497,4498,2018-06-06 09:00:00,2018-06-06,9,"Summer","Holiday","Yes",925,22.9,56,2.3,7630,13.6,1.74,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4499",4498,4499,2018-06-06 10:00:00,2018-06-06,10,"Summer","Holiday","Yes",1087,24.3,53,2.9,9490,14.1,2.37,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4500",4499,4500,2018-06-06 11:00:00,2018-06-06,11,"Summer","Holiday","Yes",1152,25.8,52,2.1,9050,15.1,2.84,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4501",4500,4501,2018-06-06 12:00:00,2018-06-06,12,"Summer","Holiday","Yes",1400,27.3,51,2.8,7030,16.2,3.16,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4502",4501,4502,2018-06-06 13:00:00,2018-06-06,13,"Summer","Holiday","Yes",1444,27.3,52,3.1,6130,16.5,3.21,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4503",4502,4503,2018-06-06 14:00:00,2018-06-06,14,"Summer","Holiday","Yes",1603,27.4,50,3.5,6150,16,3.01,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4504",4503,4504,2018-06-06 15:00:00,2018-06-06,15,"Summer","Holiday","Yes",1674,27.6,49,3.7,6560,15.9,2.79,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4505",4504,4505,2018-06-06 16:00:00,2018-06-06,16,"Summer","Holiday","Yes",1940,27.9,47,2.8,8240,15.5,2.36,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4506",4505,4506,2018-06-06 17:00:00,2018-06-06,17,"Summer","Holiday","Yes",2104,27.4,48,2.7,10840,15.4,1.8,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4507",4506,4507,2018-06-06 18:00:00,2018-06-06,18,"Summer","Holiday","Yes",2162,26.6,52,2.5,13680,15.9,1.09,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4508",4507,4508,2018-06-06 19:00:00,2018-06-06,19,"Summer","Holiday","Yes",2163,24.9,56,3.1,14690,15.5,0.51,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4509",4508,4509,2018-06-06 20:00:00,2018-06-06,20,"Summer","Holiday","Yes",2145,23.4,64,1.8,11440,16.1,0.07,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4510",4509,4510,2018-06-06 21:00:00,2018-06-06,21,"Summer","Holiday","Yes",1935,22.1,72,2.5,9230,16.8,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4511",4510,4511,2018-06-06 22:00:00,2018-06-06,22,"Summer","Holiday","Yes",1624,20.8,78,1.8,7630,16.8,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4512",4511,4512,2018-06-06 23:00:00,2018-06-06,23,"Summer","Holiday","Yes",1251,20.1,77,3.1,7970,15.9,0,0,0,6,23,6,157,2,"Wednesday","Jun",2
"4513",4512,4513,2018-06-07 00:00:00,2018-06-07,0,"Summer","No Holiday","Yes",978,19.6,82,1.7,6280,16.4,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4514",4513,4514,2018-06-07 01:00:00,2018-06-07,1,"Summer","No Holiday","Yes",606,19.1,86,1.8,5220,16.6,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4515",4514,4515,2018-06-07 02:00:00,2018-06-07,2,"Summer","No Holiday","Yes",418,18.8,88,0.3,5000,16.7,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4516",4515,4516,2018-06-07 03:00:00,2018-06-07,3,"Summer","No Holiday","Yes",275,18.4,88,1.6,4650,16.3,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4517",4516,4517,2018-06-07 04:00:00,2018-06-07,4,"Summer","No Holiday","Yes",191,18.1,88,1.8,4580,16,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4518",4517,4518,2018-06-07 05:00:00,2018-06-07,5,"Summer","No Holiday","Yes",288,17.8,91,2.2,3930,16.3,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4519",4518,4519,2018-06-07 06:00:00,2018-06-07,6,"Summer","No Holiday","Yes",716,18.1,88,1.1,2720,16,0.03,0,0,6,23,7,158,3,"Thursday","Jun",2
"4520",4519,4520,2018-06-07 07:00:00,2018-06-07,7,"Summer","No Holiday","Yes",1551,18.6,85,2,3070,16,0.16,0,0,6,23,7,158,3,"Thursday","Jun",2
"4521",4520,4521,2018-06-07 08:00:00,2018-06-07,8,"Summer","No Holiday","Yes",2317,18.9,82,2.3,3260,15.7,0.44,0,0,6,23,7,158,3,"Thursday","Jun",2
"4522",4521,4522,2018-06-07 09:00:00,2018-06-07,9,"Summer","No Holiday","Yes",1342,20.5,73,1.6,3640,15.4,1.23,0,0,6,23,7,158,3,"Thursday","Jun",2
"4523",4522,4523,2018-06-07 10:00:00,2018-06-07,10,"Summer","No Holiday","Yes",914,22,69,2,4880,16,2.04,0,0,6,23,7,158,3,"Thursday","Jun",2
"4524",4523,4524,2018-06-07 11:00:00,2018-06-07,11,"Summer","No Holiday","Yes",967,23.4,62,1.8,6030,15.6,2.87,0,0,6,23,7,158,3,"Thursday","Jun",2
"4525",4524,4525,2018-06-07 12:00:00,2018-06-07,12,"Summer","No Holiday","Yes",1099,25,56,3,7150,15.6,3.19,0,0,6,23,7,158,3,"Thursday","Jun",2
"4526",4525,4526,2018-06-07 13:00:00,2018-06-07,13,"Summer","No Holiday","Yes",1071,26.7,47,2.4,8060,14.4,3.26,0,0,6,23,7,158,3,"Thursday","Jun",2
"4527",4526,4527,2018-06-07 14:00:00,2018-06-07,14,"Summer","No Holiday","Yes",1116,28.2,44,1.7,6440,14.7,3.11,0,0,6,23,7,158,3,"Thursday","Jun",2
"4528",4527,4528,2018-06-07 15:00:00,2018-06-07,15,"Summer","No Holiday","Yes",1171,29.3,41,2,6090,14.6,2.63,0,0,6,23,7,158,3,"Thursday","Jun",2
"4529",4528,4529,2018-06-07 16:00:00,2018-06-07,16,"Summer","No Holiday","Yes",1442,29.3,41,2,9050,14.6,1.95,0,0,6,23,7,158,3,"Thursday","Jun",2
"4530",4529,4530,2018-06-07 17:00:00,2018-06-07,17,"Summer","No Holiday","Yes",2002,28.2,51,3.3,8790,17,1.73,0,0,6,23,7,158,3,"Thursday","Jun",2
"4531",4530,4531,2018-06-07 18:00:00,2018-06-07,18,"Summer","No Holiday","Yes",3221,25.6,57,2.7,12170,16.4,0.96,0,0,6,23,7,158,3,"Thursday","Jun",2
"4532",4531,4532,2018-06-07 19:00:00,2018-06-07,19,"Summer","No Holiday","Yes",2649,24,60,2.8,13790,15.7,0.38,0,0,6,23,7,158,3,"Thursday","Jun",2
"4533",4532,4533,2018-06-07 20:00:00,2018-06-07,20,"Summer","No Holiday","Yes",2278,22.8,67,1.6,12190,16.3,0.06,0,0,6,23,7,158,3,"Thursday","Jun",2
"4534",4533,4534,2018-06-07 21:00:00,2018-06-07,21,"Summer","No Holiday","Yes",2161,21.5,69,2.6,9420,15.5,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4535",4534,4535,2018-06-07 22:00:00,2018-06-07,22,"Summer","No Holiday","Yes",1939,20.9,71,1,7630,15.4,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4536",4535,4536,2018-06-07 23:00:00,2018-06-07,23,"Summer","No Holiday","Yes",1290,20.3,77,1.3,7700,16.1,0,0,0,6,23,7,158,3,"Thursday","Jun",2
"4537",4536,4537,2018-06-08 00:00:00,2018-06-08,0,"Summer","No Holiday","Yes",926,19.1,82,2.2,8740,15.9,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4538",4537,4538,2018-06-08 01:00:00,2018-06-08,1,"Summer","No Holiday","Yes",769,18.8,84,1.7,6580,16,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4539",4538,4539,2018-06-08 02:00:00,2018-06-08,2,"Summer","No Holiday","Yes",525,18.6,84,2.5,6190,15.8,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4540",4539,4540,2018-06-08 03:00:00,2018-06-08,3,"Summer","No Holiday","Yes",365,18.6,83,2.9,8890,15.6,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4541",4540,4541,2018-06-08 04:00:00,2018-06-08,4,"Summer","No Holiday","Yes",255,18.5,82,2,10720,15.3,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4542",4541,4542,2018-06-08 05:00:00,2018-06-08,5,"Summer","No Holiday","Yes",299,18.6,81,0.8,12050,15.2,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4543",4542,4543,2018-06-08 06:00:00,2018-06-08,6,"Summer","No Holiday","Yes",744,18.8,78,2,12590,14.8,0.01,0,0,6,23,8,159,4,"Friday","Jun",2
"4544",4543,4544,2018-06-08 07:00:00,2018-06-08,7,"Summer","No Holiday","Yes",1544,19.1,73,2,13000,14.1,0.3,0,0,6,23,8,159,4,"Friday","Jun",2
"4545",4544,4545,2018-06-08 08:00:00,2018-06-08,8,"Summer","No Holiday","Yes",2348,19.7,69,2,14480,13.8,0.54,0,0,6,23,8,159,4,"Friday","Jun",2
"4546",4545,4546,2018-06-08 09:00:00,2018-06-08,9,"Summer","No Holiday","Yes",1283,21.2,62,1.7,13840,13.6,1.45,0,0,6,23,8,159,4,"Friday","Jun",2
"4547",4546,4547,2018-06-08 10:00:00,2018-06-08,10,"Summer","No Holiday","Yes",1002,21.9,62,1.7,16640,14.2,1.36,0,0,6,23,8,159,4,"Friday","Jun",2
"4548",4547,4548,2018-06-08 11:00:00,2018-06-08,11,"Summer","No Holiday","Yes",1095,21.9,64,2.4,13590,14.7,1.03,0,0,6,23,8,159,4,"Friday","Jun",2
"4549",4548,4549,2018-06-08 12:00:00,2018-06-08,12,"Summer","No Holiday","Yes",1256,23.1,56,1.6,12220,13.8,1.71,0,0,6,23,8,159,4,"Friday","Jun",2
"4550",4549,4550,2018-06-08 13:00:00,2018-06-08,13,"Summer","No Holiday","Yes",1314,24.2,58,1.9,10150,15.4,1.87,0,0,6,23,8,159,4,"Friday","Jun",2
"4551",4550,4551,2018-06-08 14:00:00,2018-06-08,14,"Summer","No Holiday","Yes",1249,25,54,2.2,11460,15,1.86,0,0,6,23,8,159,4,"Friday","Jun",2
"4552",4551,4552,2018-06-08 15:00:00,2018-06-08,15,"Summer","No Holiday","Yes",1416,26.2,51,3.3,11040,15.2,2.87,0,0,6,23,8,159,4,"Friday","Jun",2
"4553",4552,4553,2018-06-08 16:00:00,2018-06-08,16,"Summer","No Holiday","Yes",1668,26.6,49,3.2,12000,15,2.35,0,0,6,23,8,159,4,"Friday","Jun",2
"4554",4553,4554,2018-06-08 17:00:00,2018-06-08,17,"Summer","No Holiday","Yes",2314,26.9,49,2.3,12100,15.2,1.72,0,0,6,23,8,159,4,"Friday","Jun",2
"4555",4554,4555,2018-06-08 18:00:00,2018-06-08,18,"Summer","No Holiday","Yes",3309,26.2,54,2.2,11830,16.1,0.88,0,0,6,23,8,159,4,"Friday","Jun",2
"4556",4555,4556,2018-06-08 19:00:00,2018-06-08,19,"Summer","No Holiday","Yes",2797,24.5,63,3.1,9700,16.9,0.46,0,0,6,23,8,159,4,"Friday","Jun",2
"4557",4556,4557,2018-06-08 20:00:00,2018-06-08,20,"Summer","No Holiday","Yes",2476,22.6,71,1.8,8560,17,0.11,0,0,6,23,8,159,4,"Friday","Jun",2
"4558",4557,4558,2018-06-08 21:00:00,2018-06-08,21,"Summer","No Holiday","Yes",2337,21.2,77,1.7,6380,16.9,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4559",4558,4559,2018-06-08 22:00:00,2018-06-08,22,"Summer","No Holiday","Yes",2140,20.5,78,0.9,5500,16.5,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4560",4559,4560,2018-06-08 23:00:00,2018-06-08,23,"Summer","No Holiday","Yes",1672,20,79,1.4,5100,16.2,0,0,0,6,23,8,159,4,"Friday","Jun",2
"4561",4560,4561,2018-06-09 00:00:00,2018-06-09,0,"Summer","No Holiday","Yes",1247,19.7,83,1.5,3900,16.7,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4562",4561,4562,2018-06-09 01:00:00,2018-06-09,1,"Summer","No Holiday","Yes",1029,19.7,81,0.6,4190,16.3,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4563",4562,4563,2018-06-09 02:00:00,2018-06-09,2,"Summer","No Holiday","Yes",732,19.4,84,0.7,3820,16.6,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4564",4563,4564,2018-06-09 03:00:00,2018-06-09,3,"Summer","No Holiday","Yes",535,19.1,84,0.6,4210,16.3,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4565",4564,4565,2018-06-09 04:00:00,2018-06-09,4,"Summer","No Holiday","Yes",352,19,83,0.4,4730,16,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4566",4565,4566,2018-06-09 05:00:00,2018-06-09,5,"Summer","No Holiday","Yes",262,19,85,0.4,4670,16.4,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4567",4566,4567,2018-06-09 06:00:00,2018-06-09,6,"Summer","No Holiday","Yes",381,19,84,0.5,4400,16.2,0.05,0,0,6,23,9,160,5,"Saturday","Jun",2
"4568",4567,4568,2018-06-09 07:00:00,2018-06-09,7,"Summer","No Holiday","Yes",616,20.2,73,1.1,7080,15.1,0.41,0,0,6,23,9,160,5,"Saturday","Jun",2
"4569",4568,4569,2018-06-09 08:00:00,2018-06-09,8,"Summer","No Holiday","Yes",963,21.9,62,0.9,10710,14.2,1.03,0,0,6,23,9,160,5,"Saturday","Jun",2
"4570",4569,4570,2018-06-09 09:00:00,2018-06-09,9,"Summer","No Holiday","Yes",1102,24,55,1.8,14110,14.3,1.81,0,0,6,23,9,160,5,"Saturday","Jun",2
"4571",4570,4571,2018-06-09 10:00:00,2018-06-09,10,"Summer","No Holiday","Yes",1156,25.8,49,1.3,14420,14.2,2.42,0,0,6,23,9,160,5,"Saturday","Jun",2
"4572",4571,4572,2018-06-09 11:00:00,2018-06-09,11,"Summer","No Holiday","Yes",1200,27.2,46,1.7,13010,14.5,2.88,0,0,6,23,9,160,5,"Saturday","Jun",2
"4573",4572,4573,2018-06-09 12:00:00,2018-06-09,12,"Summer","No Holiday","Yes",1462,28.2,42,1.4,15630,14,2.84,0,0,6,23,9,160,5,"Saturday","Jun",2
"4574",4573,4574,2018-06-09 13:00:00,2018-06-09,13,"Summer","No Holiday","Yes",1583,28.8,42,2,14380,14.6,2.38,0,0,6,23,9,160,5,"Saturday","Jun",2
"4575",4574,4575,2018-06-09 14:00:00,2018-06-09,14,"Summer","No Holiday","Yes",1744,30.1,35,1.4,15830,12.9,2.53,0,0,6,23,9,160,5,"Saturday","Jun",2
"4576",4575,4576,2018-06-09 15:00:00,2018-06-09,15,"Summer","No Holiday","Yes",1890,29.6,40,2.5,15460,14.5,1.96,0,0,6,23,9,160,5,"Saturday","Jun",2
"4577",4576,4577,2018-06-09 16:00:00,2018-06-09,16,"Summer","No Holiday","Yes",2297,28.7,40,2.5,14740,13.7,1,0,0,6,23,9,160,5,"Saturday","Jun",2
"4578",4577,4578,2018-06-09 17:00:00,2018-06-09,17,"Summer","No Holiday","Yes",2355,28.2,39,2.9,16530,12.9,0.7,0,0,6,23,9,160,5,"Saturday","Jun",2
"4579",4578,4579,2018-06-09 18:00:00,2018-06-09,18,"Summer","No Holiday","Yes",1934,27.3,42,1.2,20000,13.2,0.19,0,0,6,23,9,160,5,"Saturday","Jun",2
"4580",4579,4580,2018-06-09 19:00:00,2018-06-09,19,"Summer","No Holiday","Yes",1058,25.7,47,1.8,20000,13.5,0.04,0,0,6,23,9,160,5,"Saturday","Jun",2
"4581",4580,4581,2018-06-09 20:00:00,2018-06-09,20,"Summer","No Holiday","Yes",246,23.7,62,1.6,14020,15.9,0,0.4,0,6,23,9,160,5,"Saturday","Jun",2
"4582",4581,4582,2018-06-09 21:00:00,2018-06-09,21,"Summer","No Holiday","Yes",225,22.4,72,1.5,18160,17,0,0.1,0,6,23,9,160,5,"Saturday","Jun",2
"4583",4582,4583,2018-06-09 22:00:00,2018-06-09,22,"Summer","No Holiday","Yes",776,21,75,1.3,20000,16.3,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4584",4583,4584,2018-06-09 23:00:00,2018-06-09,23,"Summer","No Holiday","Yes",766,20.7,66,1.6,20000,14.1,0,0,0,6,23,9,160,5,"Saturday","Jun",2
"4585",4584,4585,2018-06-10 00:00:00,2018-06-10,0,"Summer","No Holiday","Yes",483,20.2,66,1.5,20000,13.6,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4586",4585,4586,2018-06-10 01:00:00,2018-06-10,1,"Summer","No Holiday","Yes",375,19.7,71,1.2,19860,14.2,0,0.5,0,6,23,10,161,6,"Sunday","Jun",2
"4587",4586,4587,2018-06-10 02:00:00,2018-06-10,2,"Summer","No Holiday","Yes",162,19.2,69,1.3,20000,13.3,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4588",4587,4588,2018-06-10 03:00:00,2018-06-10,3,"Summer","No Holiday","Yes",150,18.6,78,0.8,19970,14.6,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4589",4588,4589,2018-06-10 04:00:00,2018-06-10,4,"Summer","No Holiday","Yes",174,18.3,72,1.7,20000,13.1,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4590",4589,4590,2018-06-10 05:00:00,2018-06-10,5,"Summer","No Holiday","Yes",138,18.4,70,1.4,20000,12.8,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4591",4590,4591,2018-06-10 06:00:00,2018-06-10,6,"Summer","No Holiday","Yes",216,18.3,71,0.9,20000,12.9,0,0,0,6,23,10,161,6,"Sunday","Jun",2
"4592",4591,4592,2018-06-10 07:00:00,2018-06-10,7,"Summer","No Holiday","Yes",313,18.4,68,0.6,20000,12.3,0.04,0,0,6,23,10,161,6,"Sunday","Jun",2
"4593",4592,4593,2018-06-10 08:00:00,2018-06-10,8,"Summer","No Holiday","Yes",619,19,65,2,20000,12.2,0.28,0,0,6,23,10,161,6,"Sunday","Jun",2
"4594",4593,4594,2018-06-10 09:00:00,2018-06-10,9,"Summer","No Holiday","Yes",786,19.2,65,1.4,20000,12.4,0.34,0,0,6,23,10,161,6,"Sunday","Jun",2
"4595",4594,4595,2018-06-10 10:00:00,2018-06-10,10,"Summer","No Holiday","Yes",942,20.2,62,1.8,20000,12.6,0.82,0,0,6,23,10,161,6,"Sunday","Jun",2
