"","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall"
"1160",2018-10-19 07:00:00,2018-10-19,7,"Autumn","No Holiday","Yes",1188,7.3,72,0.4,20000,2.5,0,0,0
"1161",2018-10-19 08:00:00,2018-10-19,8,"Autumn","No Holiday","Yes",2113,7.9,63,0.6,20000,1.2,0.3,0,0
"1162",2018-10-19 09:00:00,2018-10-19,9,"Autumn","No Holiday","Yes",1191,11.1,53,1,20000,1.8,1.05,0,0
"1163",2018-10-19 10:00:00,2018-10-19,10,"Autumn","No Holiday","Yes",850,13.8,44,1.5,19530,1.7,1.66,0,0
"1164",2018-10-19 11:00:00,2018-10-19,11,"Autumn","No Holiday","Yes",981,16.4,35,1.1,20000,0.8,2.13,0,0
"1165",2018-10-19 12:00:00,2018-10-19,12,"Autumn","No Holiday","Yes",1161,17.4,33,1.1,20000,0.9,2.39,0,0
"1166",2018-10-19 13:00:00,2018-10-19,13,"Autumn","No Holiday","Yes",1190,18.9,33,1.8,20000,2.2,2.43,0,0
"1167",2018-10-19 14:00:00,2018-10-19,14,"Autumn","No Holiday","Yes",1221,19.8,32,2.3,19780,2.6,2.25,0,0
"1168",2018-10-19 15:00:00,2018-10-19,15,"Autumn","No Holiday","Yes",1390,19.7,30,3,19710,1.6,1.89,0,0
"1169",2018-10-19 16:00:00,2018-10-19,16,"Autumn","No Holiday","Yes",1527,19.3,29,2.8,20000,0.7,1.34,0,0
"1170",2018-10-19 17:00:00,2018-10-19,17,"Autumn","No Holiday","Yes",1939,18.5,35,2.2,20000,2.7,0.68,0,0
"1171",2018-10-19 18:00:00,2018-10-19,18,"Autumn","No Holiday","Yes",2631,16.6,40,2.4,20000,2.9,0.11,0,0
"1172",2018-10-19 19:00:00,2018-10-19,19,"Autumn","No Holiday","Yes",1769,15.3,53,2.4,20000,5.7,0,0,0
"1173",2018-10-19 20:00:00,2018-10-19,20,"Autumn","No Holiday","Yes",1512,14.2,56,1.8,20000,5.5,0,0,0
"1174",2018-10-19 21:00:00,2018-10-19,21,"Autumn","No Holiday","Yes",1457,13.3,56,1.1,20000,4.6,0,0,0
"1175",2018-10-19 22:00:00,2018-10-19,22,"Autumn","No Holiday","Yes",1331,12.3,65,1.7,20000,5.8,0,0,0
"1176",2018-10-19 23:00:00,2018-10-19,23,"Autumn","No Holiday","Yes",1018,11.7,70,1.7,20000,6.4,0,0,0
"1177",2018-10-20 00:00:00,2018-10-20,0,"Autumn","No Holiday","Yes",891,11.3,71,1.2,19970,6.2,0,0,0
"1178",2018-10-20 01:00:00,2018-10-20,1,"Autumn","No Holiday","Yes",774,10.9,72,0,19660,6,0,0,0
"1179",2018-10-20 02:00:00,2018-10-20,2,"Autumn","No Holiday","Yes",522,10.1,78,0.1,18870,6.4,0,0,0
"1180",2018-10-20 03:00:00,2018-10-20,3,"Autumn","No Holiday","Yes",386,9.5,77,0.4,16110,5.6,0,0,0
"1181",2018-10-20 04:00:00,2018-10-20,4,"Autumn","No Holiday","Yes",246,8.9,75,0.4,18770,4.7,0,0,0
"1182",2018-10-20 05:00:00,2018-10-20,5,"Autumn","No Holiday","Yes",154,8.1,76,0.6,13090,4.1,0,0,0
"1183",2018-10-20 06:00:00,2018-10-20,6,"Autumn","No Holiday","Yes",219,7.5,79,0.6,10250,4,0,0,0
"1184",2018-10-20 07:00:00,2018-10-20,7,"Autumn","No Holiday","Yes",427,7,82,0.5,8670,4.1,0,0,0
"1185",2018-10-20 08:00:00,2018-10-20,8,"Autumn","No Holiday","Yes",784,7.8,70,1.4,10340,2.6,0.29,0,0
"1186",2018-10-20 09:00:00,2018-10-20,9,"Autumn","No Holiday","Yes",921,10.4,60,1.3,13260,2.9,0.99,0,0
"1187",2018-10-20 10:00:00,2018-10-20,10,"Autumn","No Holiday","Yes",997,13,49,0.5,16850,2.5,1.61,0,0
"1188",2018-10-20 11:00:00,2018-10-20,11,"Autumn","No Holiday","Yes",1175,16.2,39,1.6,15800,2.2,2.05,0,0
"1189",2018-10-20 12:00:00,2018-10-20,12,"Autumn","No Holiday","Yes",1407,17.7,33,2.2,15560,1.2,2.37,0,0
"1190",2018-10-20 13:00:00,2018-10-20,13,"Autumn","No Holiday","Yes",1585,19.4,26,1.1,19420,-0.6,2.45,0,0
"1191",2018-10-20 14:00:00,2018-10-20,14,"Autumn","No Holiday","Yes",1649,20,22,1.6,19500,-2.3,2.29,0,0
"1192",2018-10-20 15:00:00,2018-10-20,15,"Autumn","No Holiday","Yes",1760,21.3,24,1.5,18320,-0.1,1.91,0,0
"1193",2018-10-20 16:00:00,2018-10-20,16,"Autumn","No Holiday","Yes",1813,20.9,20,2,19760,-2.9,1.35,0,0
"1194",2018-10-20 17:00:00,2018-10-20,17,"Autumn","No Holiday","Yes",1949,19.2,23,1.5,20000,-2.4,0.62,0,0
"1195",2018-10-20 18:00:00,2018-10-20,18,"Autumn","No Holiday","Yes",1707,16.6,41,2.4,18110,3.2,0.04,0,0
"1196",2018-10-20 19:00:00,2018-10-20,19,"Autumn","No Holiday","Yes",1407,14.6,48,1.9,19980,3.6,0,0,0
"1197",2018-10-20 20:00:00,2018-10-20,20,"Autumn","No Holiday","Yes",1270,13.7,51,1,19540,3.7,0,0,0
"1198",2018-10-20 21:00:00,2018-10-20,21,"Autumn","No Holiday","Yes",1249,13.3,55,2,15540,4.4,0,0,0
"1199",2018-10-20 22:00:00,2018-10-20,22,"Autumn","No Holiday","Yes",1141,12.7,58,0,14800,4.6,0,0,0
"1200",2018-10-20 23:00:00,2018-10-20,23,"Autumn","No Holiday","Yes",922,11.7,58,0,15670,3.6,0,0,0
"1201",2018-10-21 00:00:00,2018-10-21,0,"Autumn","No Holiday","Yes",848,11.2,62,0,16130,4.1,0,0,0
"1202",2018-10-21 01:00:00,2018-10-21,1,"Autumn","No Holiday","Yes",622,10.6,60,0.5,16420,3.1,0,0,0
"1203",2018-10-21 02:00:00,2018-10-21,2,"Autumn","No Holiday","Yes",428,9.8,63,0.6,15910,3,0,0,0
"1204",2018-10-21 03:00:00,2018-10-21,3,"Autumn","No Holiday","Yes",342,9.2,68,0.4,15380,3.5,0,0,0
"1205",2018-10-21 04:00:00,2018-10-21,4,"Autumn","No Holiday","Yes",206,8.8,71,0.9,15160,3.8,0,0,0
"1206",2018-10-21 05:00:00,2018-10-21,5,"Autumn","No Holiday","Yes",146,8.2,73,1.3,13050,3.6,0,0,0
"1207",2018-10-21 06:00:00,2018-10-21,6,"Autumn","No Holiday","Yes",172,7.6,75,0.6,11810,3.4,0,0,0
"1208",2018-10-21 07:00:00,2018-10-21,7,"Autumn","No Holiday","Yes",315,7.2,76,0.5,11130,3.2,0,0,0
"1209",2018-10-21 08:00:00,2018-10-21,8,"Autumn","No Holiday","Yes",534,7.9,67,1.1,12100,2.1,0.28,0,0
"1210",2018-10-21 09:00:00,2018-10-21,9,"Autumn","No Holiday","Yes",679,10.5,56,1.2,17410,2,0.98,0,0
"1211",2018-10-21 10:00:00,2018-10-21,10,"Autumn","No Holiday","Yes",936,13.4,46,0.8,17180,1.9,1.61,0,0
"1212",2018-10-21 11:00:00,2018-10-21,11,"Autumn","No Holiday","Yes",1055,16.8,38,1.5,13260,2.3,2.07,0,0
"1213",2018-10-21 12:00:00,2018-10-21,12,"Autumn","No Holiday","Yes",1417,18.4,28,1.9,16900,-0.4,2.33,0,0
"1214",2018-10-21 13:00:00,2018-10-21,13,"Autumn","No Holiday","Yes",1519,19.3,24,1.5,17450,-1.8,2.4,0,0
"1215",2018-10-21 14:00:00,2018-10-21,14,"Autumn","No Holiday","Yes",1642,20.1,23,2.3,18960,-1.7,2.23,0,0
"1216",2018-10-21 15:00:00,2018-10-21,15,"Autumn","No Holiday","Yes",1891,20.9,23,1.5,18920,-1,1.87,0,0
"1217",2018-10-21 16:00:00,2018-10-21,16,"Autumn","No Holiday","Yes",1976,20.2,24,2.5,18810,-1,1.31,0,0
"1218",2018-10-21 17:00:00,2018-10-21,17,"Autumn","No Holiday","Yes",1883,18.8,24,2.1,20000,-2.2,0.63,0,0
"1219",2018-10-21 18:00:00,2018-10-21,18,"Autumn","No Holiday","Yes",1618,16.2,41,1.4,19070,2.9,0.06,0,0
"1220",2018-10-21 19:00:00,2018-10-21,19,"Autumn","No Holiday","Yes",1464,14.9,46,1.4,14550,3.3,0,0,0
"1221",2018-10-21 20:00:00,2018-10-21,20,"Autumn","No Holiday","Yes",1306,13.8,52,1.6,13410,4,0,0,0
"1222",2018-10-21 21:00:00,2018-10-21,21,"Autumn","No Holiday","Yes",1158,13,49,1,17020,2.5,0,0,0
"1223",2018-10-21 22:00:00,2018-10-21,22,"Autumn","No Holiday","Yes",1025,12.2,57,0,15440,3.9,0,0,0
"1224",2018-10-21 23:00:00,2018-10-21,23,"Autumn","No Holiday","Yes",724,11.8,56,0,16550,3.2,0,0,0
"1225",2018-10-22 00:00:00,2018-10-22,0,"Autumn","No Holiday","Yes",623,11.4,56,0.2,17780,2.9,0,0,0
"1226",2018-10-22 01:00:00,2018-10-22,1,"Autumn","No Holiday","Yes",372,10.7,57,0.9,18280,2.5,0,0,0
"1227",2018-10-22 02:00:00,2018-10-22,2,"Autumn","No Holiday","Yes",253,10.5,57,0.2,18370,2.3,0,0,0
"1228",2018-10-22 03:00:00,2018-10-22,3,"Autumn","No Holiday","Yes",175,10.2,60,1,17960,2.7,0,0,0
"1229",2018-10-22 04:00:00,2018-10-22,4,"Autumn","No Holiday","Yes",110,10,62,0.6,17590,3,0,0,0
"1230",2018-10-22 05:00:00,2018-10-22,5,"Autumn","No Holiday","Yes",202,9.4,65,0.8,16590,3.1,0,0,0
"1231",2018-10-22 06:00:00,2018-10-22,6,"Autumn","No Holiday","Yes",513,9.2,65,0.8,16890,2.9,0,0,0
"1232",2018-10-22 07:00:00,2018-10-22,7,"Autumn","No Holiday","Yes",1244,8.9,67,0.8,15570,3,0,0,0
"1233",2018-10-22 08:00:00,2018-10-22,8,"Autumn","No Holiday","Yes",2111,9.7,58,0.6,15590,1.8,0.22,0,0
"1234",2018-10-22 09:00:00,2018-10-22,9,"Autumn","No Holiday","Yes",1104,11.9,50,1.1,15290,1.7,0.75,0,0
"1235",2018-10-22 10:00:00,2018-10-22,10,"Autumn","No Holiday","Yes",817,14.6,43,0.7,13390,2.1,1.35,0,0
"1236",2018-10-22 11:00:00,2018-10-22,11,"Autumn","No Holiday","Yes",941,16.7,37,0.7,10740,1.9,1.74,0,0
"1237",2018-10-22 12:00:00,2018-10-22,12,"Autumn","No Holiday","Yes",1034,18.2,34,1,7580,2,2.03,0,0
"1238",2018-10-22 13:00:00,2018-10-22,13,"Autumn","No Holiday","Yes",1064,19.4,35,1.2,6780,3.5,1.73,0,0
"1239",2018-10-22 14:00:00,2018-10-22,14,"Autumn","No Holiday","Yes",1122,20.6,30,2.2,8390,2.3,1.69,0,0
"1240",2018-10-22 15:00:00,2018-10-22,15,"Autumn","No Holiday","Yes",1167,20.2,31,1.6,8550,2.5,1.25,0,0
"1241",2018-10-22 16:00:00,2018-10-22,16,"Autumn","No Holiday","Yes",1464,19.7,34,1.6,6880,3.3,0.88,0,0
"1242",2018-10-22 17:00:00,2018-10-22,17,"Autumn","No Holiday","Yes",1904,18.9,35,1.7,7200,3,0.41,0,0
"1243",2018-10-22 18:00:00,2018-10-22,18,"Autumn","No Holiday","Yes",2613,17.3,43,0.9,7830,4.5,0.08,0,0
"1244",2018-10-22 19:00:00,2018-10-22,19,"Autumn","No Holiday","Yes",1860,15.6,44,1.5,8280,3.3,0,0,0
"1245",2018-10-22 20:00:00,2018-10-22,20,"Autumn","No Holiday","Yes",1593,14.5,51,1.4,7510,4.4,0,0,0
"1246",2018-10-22 21:00:00,2018-10-22,21,"Autumn","No Holiday","Yes",1513,13.4,56,0.7,7580,4.7,0,0,0
"1247",2018-10-22 22:00:00,2018-10-22,22,"Autumn","No Holiday","Yes",1360,12.7,60,0,6800,5.1,0,0,0
"1248",2018-10-22 23:00:00,2018-10-22,23,"Autumn","No Holiday","Yes",916,12,59,0.4,6850,4.2,0,0,0
"1249",2018-10-23 00:00:00,2018-10-23,0,"Autumn","No Holiday","Yes",726,11.6,61,0.7,6730,4.3,0,0,0
"1250",2018-10-23 01:00:00,2018-10-23,1,"Autumn","No Holiday","Yes",547,11.1,62,0.2,6660,4,0,0,0
"1251",2018-10-23 02:00:00,2018-10-23,2,"Autumn","No Holiday","Yes",356,10.6,68,0.9,6030,4.9,0,0,0
"1252",2018-10-23 03:00:00,2018-10-23,3,"Autumn","No Holiday","Yes",243,10.1,70,1.1,6060,4.8,0,0,0
"1253",2018-10-23 04:00:00,2018-10-23,4,"Autumn","No Holiday","Yes",170,10,73,0.9,6220,5.3,0,0,0
"1254",2018-10-23 05:00:00,2018-10-23,5,"Autumn","No Holiday","Yes",193,10,73,0.5,5930,5.3,0,0,0
"1255",2018-10-23 06:00:00,2018-10-23,6,"Autumn","No Holiday","Yes",456,9.9,75,1,5600,5.6,0,0,0
"1256",2018-10-23 07:00:00,2018-10-23,7,"Autumn","No Holiday","Yes",839,10.4,71,0.6,5570,5.3,0,0,0
"1257",2018-10-23 08:00:00,2018-10-23,8,"Autumn","No Holiday","Yes",1423,11,78,0.8,4120,7.3,0.03,0,0
"1258",2018-10-23 09:00:00,2018-10-23,9,"Autumn","No Holiday","Yes",1026,11.7,77,0.8,3940,7.7,0.25,0,0
"1259",2018-10-23 10:00:00,2018-10-23,10,"Autumn","No Holiday","Yes",735,13.8,65,1.1,4750,7.3,1.06,0,0
"1260",2018-10-23 11:00:00,2018-10-23,11,"Autumn","No Holiday","Yes",81,13,70,5,9890,7.6,0.5,0,0
"1261",2018-10-23 12:00:00,2018-10-23,12,"Autumn","No Holiday","Yes",363,11.5,90,1.2,9730,9.9,0.06,5,0
"1262",2018-10-23 13:00:00,2018-10-23,13,"Autumn","No Holiday","Yes",652,13.5,82,0.8,9620,10.4,1.33,0,0
"1263",2018-10-23 14:00:00,2018-10-23,14,"Autumn","No Holiday","Yes",837,15.1,71,0.9,9730,9.8,1.62,0,0
"1264",2018-10-23 15:00:00,2018-10-23,15,"Autumn","No Holiday","Yes",1010,16.6,68,1.5,9550,10.6,1.55,0,0
"1265",2018-10-23 16:00:00,2018-10-23,16,"Autumn","No Holiday","Yes",1294,16.1,70,1.3,8980,10.6,0.83,0,0
"1266",2018-10-23 17:00:00,2018-10-23,17,"Autumn","No Holiday","Yes",1604,15.7,63,3.2,11180,8.6,0.39,0,0
"1267",2018-10-23 18:00:00,2018-10-23,18,"Autumn","No Holiday","Yes",2415,14.5,71,2.1,12350,9.2,0.06,0,0
"1268",2018-10-23 19:00:00,2018-10-23,19,"Autumn","No Holiday","Yes",1685,14,70,1.6,12650,8.6,0,0,0
"1269",2018-10-23 20:00:00,2018-10-23,20,"Autumn","No Holiday","Yes",1433,13.6,70,1.4,13920,8.2,0,0,0
"1270",2018-10-23 21:00:00,2018-10-23,21,"Autumn","No Holiday","Yes",1380,12.6,70,1.2,14250,7.2,0,0,0
"1271",2018-10-23 22:00:00,2018-10-23,22,"Autumn","No Holiday","Yes",1257,12.3,73,0.9,13920,7.5,0,0,0
"1272",2018-10-23 23:00:00,2018-10-23,23,"Autumn","No Holiday","Yes",876,11.2,78,0.5,8020,7.4,0,0,0
"1273",2018-10-24 00:00:00,2018-10-24,0,"Autumn","No Holiday","Yes",708,10.8,80,1,11510,7.4,0,0,0
"1274",2018-10-24 01:00:00,2018-10-24,1,"Autumn","No Holiday","Yes",573,10.2,84,1.2,10360,7.6,0,0,0
"1275",2018-10-24 02:00:00,2018-10-24,2,"Autumn","No Holiday","Yes",371,9.5,87,1,9190,7.4,0,0,0
"1276",2018-10-24 03:00:00,2018-10-24,3,"Autumn","No Holiday","Yes",249,9.4,85,1.6,9830,6.9,0,0,0
"1277",2018-10-24 04:00:00,2018-10-24,4,"Autumn","No Holiday","Yes",162,9,87,0.6,9720,6.9,0,0,0
"1278",2018-10-24 05:00:00,2018-10-24,5,"Autumn","No Holiday","Yes",164,8.5,87,1.2,10460,6.4,0,0,0
"1279",2018-10-24 06:00:00,2018-10-24,6,"Autumn","No Holiday","Yes",453,8.1,88,0.9,8310,6.2,0,0,0
"1280",2018-10-24 07:00:00,2018-10-24,7,"Autumn","No Holiday","Yes",1165,7.8,90,0.6,7630,6.2,0,0,0
"1281",2018-10-24 08:00:00,2018-10-24,8,"Autumn","No Holiday","Yes",2108,8.1,85,1.2,7720,5.7,0.26,0,0
"1282",2018-10-24 09:00:00,2018-10-24,9,"Autumn","No Holiday","Yes",1151,10.1,72,1.1,7280,5.2,0.9,0,0
"1283",2018-10-24 10:00:00,2018-10-24,10,"Autumn","No Holiday","Yes",811,13,63,0.9,8540,6.1,1.5,0,0
"1284",2018-10-24 11:00:00,2018-10-24,11,"Autumn","No Holiday","Yes",940,15.7,53,1,11720,6.1,1.99,0,0
"1285",2018-10-24 12:00:00,2018-10-24,12,"Autumn","No Holiday","Yes",1126,16.8,48,1.6,16730,5.7,2.1,0,0
"1286",2018-10-24 13:00:00,2018-10-24,13,"Autumn","No Holiday","Yes",1106,17.2,43,2.3,18350,4.4,1.68,0,0
"1287",2018-10-24 14:00:00,2018-10-24,14,"Autumn","No Holiday","Yes",1150,17.6,39,2.5,19640,3.4,1.63,0,0
"1288",2018-10-24 15:00:00,2018-10-24,15,"Autumn","No Holiday","Yes",1161,18,40,3,18080,4.1,1.71,0,0
"1289",2018-10-24 16:00:00,2018-10-24,16,"Autumn","No Holiday","Yes",1492,18.2,42,1.3,19760,5,1.22,0,0
"1290",2018-10-24 17:00:00,2018-10-24,17,"Autumn","No Holiday","Yes",1904,17,47,2.2,19890,5.5,0.59,0,0
"1291",2018-10-24 18:00:00,2018-10-24,18,"Autumn","No Holiday","Yes",2612,15.1,53,1.7,20000,5.5,0.06,0,0
"1292",2018-10-24 19:00:00,2018-10-24,19,"Autumn","No Holiday","Yes",1827,13.9,61,1.9,20000,6.4,0,0,0
"1293",2018-10-24 20:00:00,2018-10-24,20,"Autumn","No Holiday","Yes",1556,13.1,63,0.4,20000,6.2,0,0,0
"1294",2018-10-24 21:00:00,2018-10-24,21,"Autumn","No Holiday","Yes",1464,12.1,67,1,19770,6.1,0,0,0
"1295",2018-10-24 22:00:00,2018-10-24,22,"Autumn","No Holiday","Yes",1281,11.6,71,0.2,18580,6.5,0,0,0
"1296",2018-10-24 23:00:00,2018-10-24,23,"Autumn","No Holiday","Yes",884,11,74,0.1,18170,6.5,0,0,0
"1297",2018-10-25 00:00:00,2018-10-25,0,"Autumn","No Holiday","Yes",729,10.5,75,0.3,18000,6.2,0,0,0
"1298",2018-10-25 01:00:00,2018-10-25,1,"Autumn","No Holiday","Yes",572,10,78,0.4,16690,6.3,0,0,0
"1299",2018-10-25 02:00:00,2018-10-25,2,"Autumn","No Holiday","Yes",421,9.1,79,0.5,16250,5.6,0,0,0
"1300",2018-10-25 03:00:00,2018-10-25,3,"Autumn","No Holiday","Yes",266,9.1,79,0.2,16890,5.6,0,0,0
"1301",2018-10-25 04:00:00,2018-10-25,4,"Autumn","No Holiday","Yes",161,8.5,83,1.2,15770,5.7,0,0,0
"1302",2018-10-25 05:00:00,2018-10-25,5,"Autumn","No Holiday","Yes",193,7.8,85,0.9,15420,5.4,0,0,0
"1303",2018-10-25 06:00:00,2018-10-25,6,"Autumn","No Holiday","Yes",450,7.5,86,1.3,13010,5.3,0,0,0
"1304",2018-10-25 07:00:00,2018-10-25,7,"Autumn","No Holiday","Yes",1251,7.3,85,1.4,10390,4.9,0,0,0
"1305",2018-10-25 08:00:00,2018-10-25,8,"Autumn","No Holiday","Yes",2070,7.9,76,1.2,12900,3.9,0.25,0,0
"1306",2018-10-25 09:00:00,2018-10-25,9,"Autumn","No Holiday","Yes",1168,10.3,64,1,15440,3.7,0.91,0,0
"1307",2018-10-25 10:00:00,2018-10-25,10,"Autumn","No Holiday","Yes",779,13.4,53,1.1,17680,4,1.53,0,0
"1308",2018-10-25 11:00:00,2018-10-25,11,"Autumn","No Holiday","Yes",956,16.4,43,0.7,17130,3.7,1.96,0,0
"1309",2018-10-25 12:00:00,2018-10-25,12,"Autumn","No Holiday","Yes",1188,18.2,37,1.4,18610,3.2,2.25,0,0
"1310",2018-10-25 13:00:00,2018-10-25,13,"Autumn","No Holiday","Yes",1154,19.4,32,1.1,17870,2.2,2.31,0,0
"1311",2018-10-25 14:00:00,2018-10-25,14,"Autumn","No Holiday","Yes",1192,20.6,31,1.4,15620,2.8,1.7,0,0
"1312",2018-10-25 15:00:00,2018-10-25,15,"Autumn","No Holiday","Yes",1275,20.6,32,1.4,16510,3.3,1.4,0,0
"1313",2018-10-25 16:00:00,2018-10-25,16,"Autumn","No Holiday","Yes",1528,20.4,32,0.9,17200,3.1,0.84,0,0
"1314",2018-10-25 17:00:00,2018-10-25,17,"Autumn","No Holiday","Yes",1961,19.2,36,0.7,16430,3.7,0.38,0,0
"1315",2018-10-25 18:00:00,2018-10-25,18,"Autumn","No Holiday","Yes",2632,17.3,39,1.3,16410,3.1,0.03,0,0
"1316",2018-10-25 19:00:00,2018-10-25,19,"Autumn","No Holiday","Yes",1968,16.4,47,1,16940,5,0,0,0
"1317",2018-10-25 20:00:00,2018-10-25,20,"Autumn","No Holiday","Yes",1596,15.3,50,0.5,16470,4.9,0,0,0
"1318",2018-10-25 21:00:00,2018-10-25,21,"Autumn","No Holiday","Yes",1513,14.5,50,0.7,17410,4.1,0,0,0
"1319",2018-10-25 22:00:00,2018-10-25,22,"Autumn","No Holiday","Yes",1316,13.6,56,1,16110,4.9,0,0,0
"1320",2018-10-25 23:00:00,2018-10-25,23,"Autumn","No Holiday","Yes",919,12.5,59,0.8,16020,4.6,0,0,0
"1321",2018-10-26 00:00:00,2018-10-26,0,"Autumn","No Holiday","Yes",753,12.5,57,0.9,18770,4.1,0,0,0
"1322",2018-10-26 01:00:00,2018-10-26,1,"Autumn","No Holiday","Yes",629,12.7,56,1.2,19520,4.1,0,0,0
"1323",2018-10-26 02:00:00,2018-10-26,2,"Autumn","No Holiday","Yes",434,12.8,59,0.9,18040,4.9,0,0,0
"1324",2018-10-26 03:00:00,2018-10-26,3,"Autumn","No Holiday","Yes",327,12.8,57,0.5,17150,4.4,0,0,0
"1325",2018-10-26 04:00:00,2018-10-26,4,"Autumn","No Holiday","Yes",185,12.6,60,0.6,16480,5,0,0,0
"1326",2018-10-26 05:00:00,2018-10-26,5,"Autumn","No Holiday","Yes",178,12.4,60,0.8,15630,4.8,0,0,0
"1327",2018-10-26 06:00:00,2018-10-26,6,"Autumn","No Holiday","Yes",376,12.6,64,1.3,13480,5.9,0,0,0
"1328",2018-10-26 07:00:00,2018-10-26,7,"Autumn","No Holiday","Yes",556,12.6,63,0.8,12650,5.7,0,0,0
"1329",2018-10-26 08:00:00,2018-10-26,8,"Autumn","No Holiday","Yes",556,12.1,81,0.8,7060,8.9,0,0.5,0
"1330",2018-10-26 09:00:00,2018-10-26,9,"Autumn","No Holiday","Yes",144,12,86,0.8,4050,9.7,0.07,0.5,0
"1331",2018-10-26 10:00:00,2018-10-26,10,"Autumn","No Holiday","Yes",191,12.9,84,1,5340,10.2,0.27,0,0
"1332",2018-10-26 11:00:00,2018-10-26,11,"Autumn","No Holiday","Yes",54,12.4,87,1,3170,10.2,0.24,1,0
"1333",2018-10-26 12:00:00,2018-10-26,12,"Autumn","No Holiday","Yes",29,12.4,90,1.1,2970,10.7,0.19,1,0
"1334",2018-10-26 13:00:00,2018-10-26,13,"Autumn","No Holiday","Yes",18,12.6,87,2.3,5390,10.4,0.13,1.5,0
"1335",2018-10-26 14:00:00,2018-10-26,14,"Autumn","No Holiday","Yes",147,12.7,95,1.9,2550,11.9,0.09,5.5,0
"1336",2018-10-26 15:00:00,2018-10-26,15,"Autumn","No Holiday","Yes",576,14,87,1.2,14820,11.8,0.68,1,0
"1337",2018-10-26 16:00:00,2018-10-26,16,"Autumn","No Holiday","Yes",900,14.5,81,1.8,15880,11.2,0.78,0,0
"1338",2018-10-26 17:00:00,2018-10-26,17,"Autumn","No Holiday","Yes",1386,14.3,77,2.9,19660,10.3,0.5,0,0
"1339",2018-10-26 18:00:00,2018-10-26,18,"Autumn","No Holiday","Yes",1882,13.1,74,1.6,19890,8.5,0.05,0,0
"1340",2018-10-26 19:00:00,2018-10-26,19,"Autumn","No Holiday","Yes",1228,12.9,66,2.5,19970,6.6,0,0,0
"1341",2018-10-26 20:00:00,2018-10-26,20,"Autumn","No Holiday","Yes",1003,12.2,67,5.4,19560,6.2,0,0,0
"1342",2018-10-26 21:00:00,2018-10-26,21,"Autumn","No Holiday","Yes",542,10.6,70,2.4,20000,5.3,0,0,0
"1343",2018-10-26 22:00:00,2018-10-26,22,"Autumn","No Holiday","Yes",680,10.5,72,2.4,20000,5.6,0,0,0
"1344",2018-10-26 23:00:00,2018-10-26,23,"Autumn","No Holiday","Yes",603,10.2,64,3.9,20000,3.6,0,0,0
"1345",2018-10-27 00:00:00,2018-10-27,0,"Autumn","No Holiday","Yes",640,9.9,65,3.2,20000,3.6,0,0,0
"1346",2018-10-27 01:00:00,2018-10-27,1,"Autumn","No Holiday","Yes",585,9.9,62,3.5,20000,2.9,0,0,0
"1347",2018-10-27 02:00:00,2018-10-27,2,"Autumn","No Holiday","Yes",478,9.5,58,3,20000,1.6,0,0,0
"1348",2018-10-27 03:00:00,2018-10-27,3,"Autumn","No Holiday","Yes",346,9.1,60,2.8,20000,1.7,0,0,0
"1349",2018-10-27 04:00:00,2018-10-27,4,"Autumn","No Holiday","Yes",233,8.8,61,2.8,20000,1.6,0,0,0
"1350",2018-10-27 05:00:00,2018-10-27,5,"Autumn","No Holiday","Yes",146,8,65,1.6,20000,1.8,0,0,0
"1351",2018-10-27 06:00:00,2018-10-27,6,"Autumn","No Holiday","Yes",197,7.4,66,2.3,20000,1.4,0,0,0
"1352",2018-10-27 07:00:00,2018-10-27,7,"Autumn","No Holiday","Yes",388,7.3,65,3.2,20000,1.1,0,0,0
"1353",2018-10-27 08:00:00,2018-10-27,8,"Autumn","No Holiday","Yes",713,7.7,62,2.4,19850,0.8,0.23,0,0
"1354",2018-10-27 09:00:00,2018-10-27,9,"Autumn","No Holiday","Yes",785,8.3,55,4,18530,-0.2,0.89,0,0
"1355",2018-10-27 10:00:00,2018-10-27,10,"Autumn","No Holiday","Yes",898,9.5,46,3.7,18710,-1.5,1.49,0,0
"1356",2018-10-27 11:00:00,2018-10-27,11,"Autumn","No Holiday","Yes",996,10.4,42,4.1,19880,-1.9,2.01,0,0
"1357",2018-10-27 12:00:00,2018-10-27,12,"Autumn","No Holiday","Yes",1076,10.4,41,4.9,19660,-2.3,1.33,0,0
"1358",2018-10-27 13:00:00,2018-10-27,13,"Autumn","No Holiday","Yes",1118,10.6,38,4.6,20000,-3.1,1.63,0,0
"1359",2018-10-27 14:00:00,2018-10-27,14,"Autumn","No Holiday","Yes",1183,10.8,37,4.4,20000,-3.3,1.29,0,0
"1360",2018-10-27 15:00:00,2018-10-27,15,"Autumn","No Holiday","Yes",1254,11.4,32,3.8,20000,-4.7,1.21,0,0
"1361",2018-10-27 16:00:00,2018-10-27,16,"Autumn","No Holiday","Yes",1308,10.6,35,3.3,20000,-4.2,1.02,0,0
"1362",2018-10-27 17:00:00,2018-10-27,17,"Autumn","No Holiday","Yes",1176,9.5,34,5.7,20000,-5.6,0.45,0,0
"1363",2018-10-27 18:00:00,2018-10-27,18,"Autumn","No Holiday","Yes",1054,8.9,39,3.5,20000,-4.3,0.05,0,0
"1364",2018-10-27 19:00:00,2018-10-27,19,"Autumn","No Holiday","Yes",864,8,42,2.9,20000,-4.1,0,0,0
