"","hour","rent_count","temperature","humidity","wind_speed","visibility","solar_radiation","rainfall","snowfall"
"3874",9,850,14.3,72,0.7,3420,0.84,0,0
"3875",10,816,16.4,64,2.4,4230,2.05,0,0
"3876",11,972,18.3,56,1.4,5190,2.53,0,0
"3877",12,1161,20,47,1.4,6850,3.08,0,0
"3878",13,1177,20.8,45,2.8,6880,3.17,0,0
"3879",14,1174,21,47,2.2,6060,2.52,0,0
"3880",15,1295,19.9,47,3.3,4840,1.83,0,0
"3881",16,1496,19.1,54,3.2,5420,0.94,0,0
"3882",17,1863,18.9,45,2.6,10840,0.8,0,0
"3883",18,2701,17.9,37,3.1,18190,0.36,0,0
"3884",19,1999,17.1,51,2.5,12230,0.06,0,0
"3885",20,941,16.7,52,0.9,13280,0,0,0
"3886",21,1644,16.4,52,1.5,12730,0,0,0
"3887",22,1556,16.2,54,1.1,13270,0,0,0
"3888",23,1185,16.2,50,1.6,13270,0,0,0
"3889",0,862,16.1,54,1.3,10520,0,0,0
"3890",1,669,15.9,51,1.8,8660,0,0,0
"3891",2,416,15.5,62,1,7300,0,0,0
"3892",3,358,15.2,63,0.5,7000,0,0,0
"3893",4,207,15,61,0.8,8670,0,0,0
"3894",5,70,15,61,1.2,9030,0,0,0
"3895",6,37,14.4,71,1.3,5600,0,0.4,0
"3896",7,43,13.3,81,1.5,5250,0.04,0.1,0
"3897",8,20,12,87,1,2960,0.1,1,0
"3898",9,16,11.8,95,1,1680,0.14,3,0
"3899",10,6,11.8,96,1.3,2210,0.12,2.5,0
"3900",11,18,12,96,1,1840,0.14,3.5,0
"3901",12,11,12.3,97,0.8,2380,0.14,2,0
"3902",13,19,12.6,97,0.6,3270,0.14,3,0
"3903",14,22,13,97,0.8,2110,0.15,2,0
"3904",15,17,13.3,97,0.8,1940,0.12,3,0
"3905",16,34,13.8,97,0.7,1960,0.12,1.5,0
"3906",17,24,14.3,98,0.7,2700,0.08,1.5,0
"3907",18,22,15.4,97,1.9,3400,0.03,2,0
"3908",19,29,15.5,97,0.7,4030,0,2,0
"3909",20,29,15.7,97,0.3,3430,0,1,0
"3910",21,25,15.8,97,0.6,1930,0,0.5,0
"3911",22,30,15.8,98,0.4,1790,0,1.5,0
"3912",23,50,15.8,98,1.6,2350,0,1,0
"3913",0,145,15.5,97,1.5,1810,0,0.5,0
"3914",1,178,15.1,97,1.7,1730,0,0.2,0
"3915",2,189,14.5,97,2.9,3590,0,0.1,0
"3916",3,141,14.2,98,1.5,1350,0,0.2,0
"3917",4,83,13.8,98,2.9,270,0,0,0
"3918",5,72,13.5,98,0.8,1050,0,0,0
"3919",6,139,13.5,98,0.4,2510,0.01,0,0
"3920",7,220,13.7,98,1.6,4680,0.1,0,0
"3921",8,397,14.1,98,1.3,8340,0.26,0,0
"3922",9,579,14.8,95,1,9860,0.53,0,0
"3923",10,716,15.2,88,2.2,10900,0.55,0,0
"3924",11,993,16.4,78,1.6,12090,1.37,0,0
"3925",12,1434,18.3,65,1.2,14890,2.4,0,0
"3926",13,1839,19.1,65,1.9,11450,2.26,0,0
"3927",14,2055,19.7,64,2.9,9290,1.99,0,0
"3928",15,2329,19.7,63,2.5,9410,2.01,0,0
"3929",16,2379,19.5,65,2.9,8570,1.97,0,0
"3930",17,2410,19.4,63,2.6,10990,1.61,0,0
"3931",18,2338,19,66,1.3,11110,0.95,0,0
"3932",19,2023,17.6,73,2,8860,0.34,0,0
"3933",20,1714,15.6,81,2.3,8270,0.02,0,0
"3934",21,1571,14.1,86,0.9,5350,0,0,0
"3935",22,1155,13.5,87,2.2,4330,0,0,0
"3936",23,814,13,89,1.3,3260,0,0,0
"3937",0,581,12.7,89,1.2,3400,0,0,0
"3938",1,377,12.4,94,1.3,3070,0,0,0
"3939",2,241,12.1,94,1.6,1910,0,0,0
"3940",3,167,11.9,95,1.5,1800,0,0,0
"3941",4,121,11.9,94,1.3,2100,0,0,0
"3942",5,199,11.9,93,0.8,2410,0,0,0
"3943",6,552,12.1,89,0.3,2520,0.02,0,0
"3944",7,1251,12.6,85,0.4,2920,0.23,0,0
"3945",8,1997,13.8,79,0.9,3130,0.44,0,0
"3946",9,1106,15.1,74,0.6,4370,0.76,0,0
"3947",10,779,16.6,67,0.9,4790,1.23,0,0
"3948",11,946,18.5,65,1.4,4630,2.07,0,0
"3949",12,1095,20,62,1.8,4280,2.38,0,0
"3950",13,1051,21.8,59,1.9,4040,2.74,0,0
"3951",14,1124,23.1,56,1.6,3910,2.67,0,0
"3952",15,1171,24,59,1.6,3530,2.24,0,0
"3953",16,1433,24.3,54,2.6,3460,1.81,0,0
"3954",17,1891,24.4,51,1.9,4660,1.42,0,0
"3955",18,2906,23.6,48,3.1,6660,0.85,0,0
"3956",19,2236,22.7,56,1.8,5980,0.31,0,0
"3957",20,1965,21.4,64,2.1,4110,0.02,0,0
"3958",21,1885,20.5,67,1.4,3570,0,0,0
"3959",22,1648,19.6,71,0.6,3250,0,0,0
"3960",23,1071,18.8,73,0.8,2910,0,0,0
"3961",0,764,18.1,77,0.5,2870,0,0,0
"3962",1,563,17.5,78,0.6,2770,0,0,0
"3963",2,372,17.1,74,0.4,3500,0,0,0
"3964",3,241,16.6,74,0.4,4020,0,0,0
"3965",4,170,16.1,74,0.8,4400,0,0,0
"3966",5,182,15.7,76,0.6,3300,0,0,0
"3967",6,562,15.4,84,0.8,2350,0.03,0,0
"3968",7,1239,16.2,79,1.2,2390,0.36,0,0
"3969",8,2059,18.4,68,1.1,2540,0.88,0,0
"3970",9,1148,20.8,53,0.8,3810,1.58,0,0
"3971",10,832,22.7,37,0.9,8790,2.18,0,0
"3972",11,944,24.8,36,1.8,9730,2.7,0,0
"3973",12,1058,26.3,36,1.1,11330,2.88,0,0
"3974",13,1080,27.8,34,1.5,13060,3.14,0,0
"3975",14,1092,28.5,33,0.9,13480,2.51,0,0
"3976",15,1210,29.1,38,1.7,16020,1.89,0,0
"3977",16,1458,28.8,37,2.4,16290,1.44,0,0
"3978",17,1951,28.5,43,1.7,14040,1.06,0,0
"3979",18,2915,27.5,47,2.5,11130,0.43,0,0
"3980",19,2248,26.9,49,0.9,10630,0.1,0,0
"3981",20,1958,26.3,53,1,9080,0,0,0
"3982",21,1944,25.6,56,0.7,8840,0,0,0
"3983",22,1640,25,59,0.6,7420,0,0,0
"3984",23,848,24.8,60,1,7950,0,0,0
"3985",0,662,24.4,63,0.8,7450,0,0,0
"3986",1,502,24.1,67,0.5,6860,0,0,0
"3987",2,145,23.9,69,0.3,5310,0,0.2,0
"3988",3,166,22.6,89,0.7,3270,0,0.8,0
"3989",4,124,22.3,86,0.5,3870,0,0,0
"3990",5,52,22.3,87,0.6,3990,0,0,0
"3991",6,135,22.1,94,0.9,2690,0,2,0
"3992",7,367,22,95,0.7,3420,0,0,0
"3993",8,291,22.4,93,1.2,6830,0.04,0,0
"3994",9,97,22.8,93,3.1,5690,0.06,4,0
"3995",10,81,22.8,95,1.7,1760,0.05,1,0
"3996",11,243,22.7,93,4.8,8320,0.17,0,0
"3997",12,59,22.9,87,4,14970,0.22,0,0
"3998",13,151,21.8,97,2.4,6820,0.06,35,0
"3999",14,248,22,96,2.9,13270,0.39,0,0
"4000",15,240,22,96,2.9,3130,0.2,0,0
"4001",16,223,21.8,97,1.8,2060,0.18,0,0
"4002",17,304,21.9,97,3.2,2070,0.14,0.5,0
"4003",18,562,21.9,97,2.1,1910,0.08,0,0
"4004",19,404,21.9,97,2.2,1960,0.01,0,0
"4005",20,338,21.8,97,2.2,1560,0,0.5,0
"4006",21,398,21.8,97,1.3,1600,0,0.5,0
"4007",22,399,21.9,97,1.5,1640,0,0,0
"4008",23,225,22,97,0.9,1580,0,0,0
"4009",0,118,22,97,1.6,1520,0,0.5,0
"4010",1,144,22,97,2.1,1920,0,0.5,0
"4011",2,78,21.8,97,1.3,1750,0,1,0
"4012",3,38,21.8,98,0.6,1130,0,2.5,0
"4013",4,51,19.2,98,2.4,19650,0,19,0
"4014",5,54,18.8,97,0.9,19270,0,0,0
"4015",6,69,18.9,98,0.3,3380,0,0,0
"4016",7,80,19.1,98,0.3,1250,0,0,0
"4017",8,152,19.7,98,0.5,19580,0.12,13.5,0
"4018",9,28,19.7,98,0.5,6590,0.05,10,0
"4019",10,141,20.1,98,1.2,8850,0.13,2,0
"4020",11,182,20.4,98,0.9,3000,0.25,2.5,0
"4021",12,467,21.7,96,0.8,17730,0.81,1.5,0
"4022",13,592,23.4,83,1.7,19440,1.5,0,0
"4023",14,352,23.4,81,0.6,19210,0.5,0,0
"4024",15,186,22.8,95,1.6,2940,0.11,0.5,0
"4025",16,102,22.9,95,0.4,3850,0.31,0,0
"4026",17,131,22.7,96,0.4,2490,0.11,2.5,0
"4027",18,431,22.6,97,1.1,3040,0.07,1.5,0
"4028",19,29,22.3,96,2.6,1910,0,0,0
"4029",20,17,21.3,97,2.8,3880,0,12.5,0
"4030",21,18,20.5,97,1.1,7260,0,4,0
"4031",22,26,20.2,98,0.5,4680,0,6,0
"4032",23,35,20,98,1.8,5890,0,2.5,0
"4033",0,129,19.3,97,1.8,5230,0,1,0
"4034",1,116,19,97,1.5,2780,0,1,0
"4035",2,48,18.8,98,1.5,2370,0,0.5,0
"4036",3,47,18.3,98,1.6,3200,0,2,0
"4037",4,22,18.1,98,1.7,2230,0,1,0
"4038",5,29,17.8,98,1,4570,0,0.5,0
"4039",6,77,17.4,98,0.3,2340,0,0,0
"4040",7,210,16.6,98,0.6,2190,0.01,0.5,0
"4041",8,400,16.4,98,0.3,5140,0.11,0,0
"4042",9,427,16.6,98,0.6,3010,0.18,0.5,0
"4043",10,454,16.3,97,1,6930,0.37,0,0
"4044",11,352,16.6,96,0.7,5390,0.41,0,0
"4045",12,185,16.6,96,0.8,4300,0.34,0,0
"4046",13,509,16.7,93,1,13730,0.72,0.5,0
"4047",14,697,16.7,88,1.5,17600,0.72,0,0
"4048",15,906,16.7,85,1.2,20000,0.49,0,0
"4049",16,1182,17,82,1.9,20000,0.84,0,0
"4050",17,1551,17.2,81,1.2,20000,0.57,0,0
"4051",18,2261,17.5,79,1.5,20000,0.57,0,0
"4052",19,1751,17,76,1.5,20000,0.29,0,0
"4053",20,1386,16.2,76,2.1,20000,0.02,0,0
"4054",21,1263,15.3,73,2.3,20000,0,0,0
"4055",22,1221,14.2,73,1.9,20000,0,0,0
"4056",23,864,13.2,68,1.8,20000,0,0,0
"4057",0,689,12.2,67,1.2,20000,0,0,0
"4058",1,676,11.4,74,1.3,20000,0,0,0
"4059",2,526,11.1,74,1.9,20000,0,0,0
"4060",3,320,10.7,73,1.3,20000,0,0,0
"4061",4,213,10.5,73,1.2,20000,0,0,0
"4062",5,198,10.4,71,1.1,20000,0,0,0
"4063",6,234,10.5,70,1,20000,0.03,0,0
"4064",7,436,11.4,0,1.4,20000,0.46,0,0
"4065",8,766,13.7,57,1.4,20000,1.28,0,0
"4066",9,932,15.7,49,1.6,20000,2,0,0
"4067",10,1051,17.2,45,2.1,20000,2.61,0,0
"4068",11,1290,19,44,1.4,20000,3.12,0,0
"4069",12,1573,20.5,42,2.1,20000,3.42,0,0
"4070",13,1865,21.9,39,2,20000,3.52,0,0
"4071",14,2128,22.8,39,2.6,19830,3.39,0,0
"4072",15,2268,23.9,37,1.6,20000,3.07,0,0
"4073",16,2479,24.5,34,1.5,20000,2.54,0,0
"4074",17,2355,24.5,35,1.8,19270,1.93,0,0
"4075",18,2439,24,34,1.7,20000,1.22,0,0
"4076",19,2140,22.6,34,1.5,20000,0.51,0,0
"4077",20,1872,20.9,34,1.4,20000,0.03,0,0
"4078",21,1780,19.5,34,1.3,20000,0,0,0
"4079",22,1595,18.4,34,1.2,20000,0,0,0
"4080",23,1169,17.1,37,1.3,20000,0,0,0
"4081",0,986,15.8,41,1.2,20000,0,0,0
"4082",1,713,14.7,43,1.2,20000,0,0,0
"4083",2,473,13.9,43,0.9,20000,0,0,0
"4084",3,347,13.5,41,1,20000,0,0,0
"4085",4,205,12.8,44,0.8,20000,0,0,0
"4086",5,160,12.1,47,1.6,20000,0,0,0
"4087",6,190,11.6,46,0.8,20000,0.05,0,0
"4088",7,341,12.3,43,0.6,20000,0.3,0,0
"4089",8,524,14.1,38,1,20000,0.72,0,0
"4090",9,676,16,34,1.3,20000,1,0,0
"4091",10,899,17,37,1.4,20000,0.94,0,0
"4092",11,1013,18.7,30,1.9,20000,1.66,0,0
"4093",12,1313,18.8,31,1.2,20000,0.92,0,0
"4094",13,1559,19.9,33,1.4,20000,1.28,0,0
"4095",14,1680,20.3,30,1.8,20000,1.01,0,0
"4096",15,1999,21,28,1.7,20000,1.16,0,0
"4097",16,2143,22.2,23,2.2,20000,1.66,0,0
"4098",17,2310,22.4,23,2.4,20000,1.89,0,0
"4099",18,2403,22.2,22,1.8,20000,1.25,0,0
"4100",19,2145,20.8,24,2,20000,0.56,0,0
"4101",20,1846,19,26,1.5,20000,0.02,0,0
"4102",21,1636,17.8,26,1.3,20000,0,0,0
"4103",22,1325,16.8,29,1.2,20000,0,0,0
"4104",23,943,15.8,30,1.1,20000,0,0,0
"4105",0,666,15.3,29,1.3,20000,0,0,0
"4106",1,420,14.5,31,1.1,20000,0,0,0
"4107",2,262,13.9,0,0.9,20000,0,0,0
"4108",3,165,13,0,0.8,20000,0,0,0
"4109",4,113,12.4,0,0.8,20000,0,0,0
"4110",5,200,11.9,0,1.3,20000,0,0,0
"4111",6,467,11.4,0,0.9,20000,0.03,0,0
"4112",7,1135,12.3,0,0.9,19890,0.48,0,0
"4113",8,1785,15.3,30,1.3,20000,1.3,0,0
"4114",9,1118,17.7,27,1.3,20000,2.02,0,0
"4115",10,962,19.3,27,1.4,20000,2.63,0,0
"4116",11,1129,20.9,27,1.7,20000,3.11,0,0
"4117",12,1373,21.8,31,2.1,20000,3.39,0,0
"4118",13,1456,22.8,31,1.9,19230,3.49,0,0
"4119",14,1483,23.4,36,2.8,19470,3.11,0,0
"4120",15,1612,23.3,38,1.5,19630,2.13,0,0
"4121",16,1820,22.7,42,1.9,20000,1.13,0,0
"4122",17,2214,22.2,45,2.4,20000,0.83,0,0
"4123",18,3069,21.6,48,2.5,18840,0.61,0,0
"4124",19,2450,19.5,56,1.6,16000,0.29,0,0
"4125",20,2167,18.4,59,2.6,14760,0.04,0,0
"4126",21,2065,17.7,63,0.5,13240,0,0,0
"4127",22,1832,16.9,65,0.3,12810,0,0,0
"4128",23,1273,16.3,70,0.7,12930,0,0,0
"4129",0,957,16,71,0.5,12990,0,0,0
"4130",1,810,15.9,71,1.1,13120,0,0,0
"4131",2,590,15.7,74,1,13130,0,0,0
"4132",3,406,15.5,0,0.7,14200,0,0,0
"4133",4,248,15.6,0,0.5,15020,0,0,0
"4134",5,182,15.7,0,0.6,16100,0,0,0
"4135",6,277,15.5,0,0.5,16910,0.06,0,0
"4136",7,443,16.3,69,0.7,17500,0.34,0,0
"4137",8,694,18.2,63,0.8,17310,1,0,0
"4138",9,912,19.3,62,0.8,18940,1.14,0,0
"4139",10,1119,20.7,55,1.8,16980,1.43,0,0
"4140",11,1438,21.9,55,1.4,18200,1.87,0,0
"4141",12,1798,22.9,51,1.1,15910,1.8,0,0
"4142",13,2000,22.7,52,1,13990,0.94,0,0
"4143",14,1407,22.8,53,1.4,16300,0.98,0,0
"4144",15,163,21.1,72,2.7,6630,0.31,0.1,0
"4145",16,86,19.5,80,1.2,5530,0.53,0.4,0
"4146",17,50,18.6,84,1.8,4990,0.28,1,0
"4147",18,30,17.9,93,1.2,2580,0.13,2,0
"4148",19,45,17.6,93,0.3,3310,0.06,1.5,0
"4149",20,30,17.2,85,1.4,4670,0,0.5,0
"4150",21,58,17,85,1.1,5970,0,0.5,0
"4151",22,29,16.8,87,0.6,4470,0,0.5,0
"4152",23,18,16.3,96,1.1,1980,0,2.5,0
"4153",0,32,15.8,97,2.4,1810,0,3.5,0
"4154",1,25,15.3,97,3.2,1780,0,3,0
"4155",2,34,15,97,2.5,2360,0,3,0
"4156",3,43,14.9,96,2.2,6360,0,0.5,0
"4157",4,59,15,97,1.4,18270,0,0,0
"4158",5,152,14.6,87,2.2,20000,0,0,0
"4159",6,436,13.9,83,3.2,20000,0.04,0,0
"4160",7,1241,13.6,75,1.6,19870,0.47,0,0
"4161",8,2035,14.6,70,3.1,20000,1.28,0,0
"4162",9,1125,16,60,1.9,19920,1.98,0,0
"4163",10,871,17.9,56,3.3,19190,2.63,0,0
"4164",11,1012,18.9,42,3.8,20000,3.13,0,0
"4165",12,1216,20.1,37,4,19100,3.44,0,0
"4166",13,1167,20.9,33,3.9,18530,3.52,0,0
"4167",14,1183,22,33,3.4,19660,3.41,0,0
"4168",15,1332,23,29,2.9,18760,3.11,0,0
"4169",16,1563,23,33,4.2,18800,2.57,0,0
"4170",17,2069,22.4,39,3.2,19430,1.9,0,0
"4171",18,3123,21.7,40,3.5,19870,1.18,0,0
"4172",19,2454,18.8,52,3.4,20000,0.49,0,0
"4173",20,2001,16.7,61,1.9,20000,0.05,0,0
"4174",21,1833,15.4,61,1.1,19590,0,0,0
"4175",22,1588,14.8,59,1,17400,0,0,0
"4176",23,1080,14.6,54,1.5,15960,0,0,0
"4177",0,778,13.7,51,1.3,16510,0,0,0
"4178",1,578,12.9,62,0.6,15570,0,0,0
"4179",2,385,12.5,54,0.7,15000,0,0,0
"4180",3,265,12.1,64,0.8,15380,0,0,0
"4181",4,161,11.7,64,1.6,15780,0,0,0
"4182",5,205,11.3,64,1.2,16340,0,0,0
"4183",6,530,11.4,67,1,16000,0.04,0,0
"4184",7,1390,12.5,61,1.3,18180,0.42,0,0
"4185",8,2081,15.2,50,1.6,15300,1.1,0,0
"4186",9,1226,17.6,30,1.1,15310,1.79,0,0
"4187",10,880,19.9,27,2.7,17750,2.44,0,0
"4188",11,922,21.5,30,2.9,17790,2.92,0,0
"4189",12,1087,22.1,36,5.3,16960,3.2,0,0
"4190",13,1078,23.3,35,3.7,18740,3.28,0,0
"4191",14,1059,23.2,36,4.9,15970,3.18,0,0
"4192",15,1174,23.5,36,3.2,17860,2.91,0,0
"4193",16,1455,23.5,36,4,17630,2.42,0,0
"4194",17,1863,23.4,38,2.7,18850,1.76,0,0
"4195",18,2825,22.6,39,2.8,16550,1.1,0,0
"4196",19,2334,21.1,44,2.6,15120,0.41,0,0
"4197",20,1902,20,46,2.6,14140,0.05,0,0
"4198",21,1838,19.3,50,1.7,13810,0,0,0
"4199",22,1678,18.6,54,2.3,13280,0,0,0
"4200",23,1087,18.1,56,1.6,10950,0,0,0
"4201",0,831,17.6,57,1.8,9430,0,0,0
"4202",1,610,16.9,61,1,8440,0,0,0
"4203",2,437,16.1,70,0.6,7870,0,0,0
"4204",3,286,15.4,71,0.5,7800,0,0,0
"4205",4,188,14.8,71,0.4,7000,0,0,0
"4206",5,201,14.3,75,0.6,6350,0,0,0
"4207",6,531,13.8,74,0.7,6440,0.05,0,0
"4208",7,1250,14.4,66,1.1,7040,0.42,0,0
"4209",8,1996,17.1,57,1.7,7920,1.21,0,0
"4210",9,1121,19.5,44,1.3,9950,1.88,0,0
"4211",10,819,21.4,30,2.5,17300,2.53,0,0
"4212",11,959,23.1,30,2.5,18960,3.01,0,0
"4213",12,1082,24.4,24,2.9,18110,3.28,0,0
"4214",13,1106,25.6,26,2.7,17470,3.36,0,0
"4215",14,1161,26,23,2.3,19230,2.92,0,0
"4216",15,1306,25.1,25,2.7,19590,2.2,0,0
"4217",16,1533,24.3,27,4.1,18920,1.78,0,0
"4218",17,2013,23.6,28,3.1,18440,1.26,0,0
"4219",18,2916,23.3,32,2.6,17720,1.05,0,0
"4220",19,2227,22,40,1.6,16580,0.47,0,0
"4221",20,1905,20.4,45,2,14570,0.06,0,0
"4222",21,1740,19.1,50,1.4,13780,0,0,0
"4223",22,1630,18.3,54,1.7,13940,0,0,0
"4224",23,1209,17.6,55,0.5,13620,0,0,0
"4225",0,987,17,59,1.1,12990,0,0,0
"4226",1,837,16.2,63,0.7,13280,0,0,0
"4227",2,572,15.8,66,0.6,12040,0,0,0
"4228",3,419,15.3,69,0.5,11030,0,0,0
"4229",4,232,14.8,73,0.5,9940,0,0,0
"4230",5,198,14.4,73,0.4,9780,0,0,0
"4231",6,299,14.2,72,0.6,9470,0.04,0,0
"4232",7,503,15,64,0.6,9020,0.46,0,0
"4233",8,763,17.8,52,0.6,10940,1.18,0,0
"4234",9,992,20.6,43,1.1,11040,1.84,0,0
"4235",10,1010,23.2,41,1.1,14400,2.45,0,0
"4236",11,1164,24.8,34,0.9,14390,2.92,0,0
"4237",12,1285,26.2,31,1.2,11610,3.18,0,0
"4238",13,1441,27.8,31,2,13260,3.29,0,0
"4239",14,1448,28.3,30,2.3,10250,3.14,0,0
"4240",15,1575,29.4,30,2,8820,2.82,0,0
"4241",16,1690,29,31,2.9,8890,2.26,0,0
"4242",17,1886,27.9,34,3.8,12590,1.73,0,0
"4243",18,2020,27,33,2.2,8220,1.07,0,0
"4244",19,1985,24.9,46,3.1,13410,0.43,0,0
"4245",20,1909,22.3,50,2.7,15120,0.05,0,0
"4246",21,1851,21.7,58,1.3,11730,0,0,0
"4247",22,1683,21.2,60,1,11920,0,0,0
"4248",23,1330,20.7,63,0.8,11300,0,0,0
"4249",0,1089,20.1,65,1.6,10970,0,0,0
"4250",1,799,19.8,61,1.4,9430,0,0,0
"4251",2,555,19,62,1.8,9740,0,0,0
"4252",3,423,18.5,62,0.8,10730,0,0,0
"4253",4,208,17.9,59,1.3,12610,0,0,0
"4254",5,174,17.6,0,0.8,13040,0,0,0
"4255",6,234,17.3,62,1.4,12930,0.03,0,0
"4256",7,341,17.6,0,1.4,12190,0.34,0,0
"4257",8,608,18.3,51,2,13660,0.7,0,0
"4258",9,762,19.5,43,1.5,15480,1.02,0,0
"4259",10,821,21.6,33,2,16970,1.86,0,0
"4260",11,1004,22.3,33,1.8,18530,1.54,0,0
"4261",12,1404,23.4,38,2.8,17560,1.87,0,0
"4262",13,1579,24.3,37,2.3,15830,2.22,0,0
"4263",14,1730,24.2,36,4,19070,2.16,0,0
"4264",15,2019,23.9,37,2.6,18890,1.82,0,0
"4265",16,2242,24,36,1.6,18110,1.34,0,0
"4266",17,2307,23.5,32,3.2,19250,1.01,0,0
"4267",18,2267,23,36,2.8,19040,0.85,0,0
"4268",19,2207,21.7,38,2.1,18570,0.27,0,0
"4269",20,2044,20.6,41,2.3,17880,0.09,0,0
"4270",21,1729,19.5,46,1.8,17340,0,0,0
"4271",22,1374,18.6,50,1,18300,0,0,0
"4272",23,1071,17.9,53,1.9,17740,0,0,0
"4273",0,770,17.3,55,0.7,17410,0,0,0
"4274",1,440,16.7,60,0.8,18060,0,0,0
"4275",2,335,16.5,58,0.3,17590,0,0,0
"4276",3,185,17.1,56,0.4,15830,0,0,0
"4277",4,134,17.2,0,0.4,16190,0,0,0
"4278",5,247,16.6,0,0.9,13610,0,0,0
"4279",6,641,16.2,0,0.5,15880,0.05,0,0
"4280",7,1502,16.8,0,0.8,13870,0.36,0,0
"4281",8,2194,19.5,50,0.7,13290,1.19,0,0
"4282",9,1131,21.7,48,1.1,18060,1.92,0,0
"4283",10,828,23.3,49,1.1,18810,2.46,0,0
"4284",11,986,25.1,45,0.9,19820,2.9,0,0
"4285",12,1139,26.3,44,1.8,20000,3.24,0,0
"4286",13,1124,27.7,39,1.9,18820,3.33,0,0
"4287",14,1128,28.7,36,2.6,18530,3.21,0,0
"4288",15,1258,28.4,43,3.1,9000,2.28,0,0
"4289",16,1497,28.1,43,3.4,8450,2.32,0,0
"4290",17,2060,26.9,45,3.5,9900,1.64,0,0
"4291",18,3245,26,39,2.7,19500,1.07,0,0
"4292",19,2656,24.4,44,2.8,19790,0.45,0,0
"4293",20,2252,23,49,2.4,19050,0.07,0,0
"4294",21,2140,21.8,50,2.1,19500,0,0,0
"4295",22,1881,21.1,54,0.6,20000,0,0,0
"4296",23,1247,20.9,53,1.6,17120,0,0,0
"4297",0,841,20.6,54,2.6,17370,0,0,0
"4298",1,721,20.3,55,1.1,17560,0,0,0
"4299",2,466,20.2,56,2.3,14980,0,0,0
"4300",3,285,20,58,1.8,12790,0,0,0
"4301",4,204,19.8,60,1.9,13640,0,0,0
"4302",5,252,19.6,64,0.3,14830,0,0,0
"4303",6,625,19.5,64,0.4,12680,0.02,0,0
"4304",7,1427,19.9,63,1.1,9340,0.24,0,0
"4305",8,2234,20.5,66,1.7,10620,0.34,0,0
"4306",9,1192,21,67,1.1,10120,0.54,0,0
"4307",10,893,21.6,68,1.6,9800,0.83,0,0
"4308",11,949,23.1,63,2.6,9490,1.68,0,0
"4309",12,1184,23.1,64,2.6,12500,1.35,0,0
"4310",13,1103,24.2,58,1.5,10300,1.66,0,0
"4311",14,1174,25.5,53,2,9810,2.5,0,0
"4312",15,1234,25.7,56,1.8,11120,1.71,0,0
"4313",16,1592,23.6,66,4.2,12080,0.89,0,0
"4314",17,2022,23.9,65,1.9,14250,1.02,0,0
"4315",18,2154,23.1,68,2.9,15060,0.42,0,0
"4316",19,477,22.3,71,2.5,12680,0.14,0,0
"4317",20,422,20.1,88,2.2,5720,0,1,0
"4318",21,1041,19.9,93,1.4,4160,0,0,0
"4319",22,1121,19.9,85,1.7,5590,0,0,0
"4320",23,742,19.5,89,1.7,3040,0,0,0
"4321",0,507,19.1,84,1.6,5400,0,0,0
"4322",1,570,18.8,84,0.5,4880,0,0,0
"4323",2,422,18.7,83,0.6,4690,0,0,0
"4324",3,238,18.4,86,0.6,3600,0,0,0
"4325",4,167,18.3,84,0.9,4090,0,0,0
"4326",5,239,18.4,84,0.6,3520,0,0,0
"4327",6,505,18.6,84,0.7,3160,0.01,0,0
"4328",7,1150,18.9,85,0.6,2890,0.12,0,0
"4329",8,1937,19.3,83,0.6,3940,0.23,0,0
"4330",9,1200,19.8,79,1.3,4050,0.45,0,0
"4331",10,916,21.4,71,1.7,4760,1.43,0,0
"4332",11,975,22.8,66,2.7,12700,2.76,0,0
"4333",12,1187,23.2,64,3,13050,2.08,0,0
"4334",13,1134,24,56,2.6,12820,2.94,0,0
"4335",14,1119,24.3,58,2.9,12110,2.92,0,0
"4336",15,1280,24.3,52,3,14470,2.55,0,0
"4337",16,1571,24.7,47,3,15940,2.44,0,0
"4338",17,2166,24.1,41,2.2,19800,1.9,0,0
"4339",18,3251,23.6,42,2.1,20000,1.23,0,0
"4340",19,2650,21.2,52,3.6,18560,0.55,0,0
"4341",20,2224,19.1,64,2.6,15300,0.06,0,0
"4342",21,2074,18.2,69,2,12860,0,0,0
"4343",22,1732,17.3,76,1.7,8010,0,0,0
"4344",23,1158,16.4,80,1.5,6420,0,0,0
"4345",0,844,15.8,82,1.6,5460,0,0,0
"4346",1,610,15.5,82,1.5,5130,0,0,0
"4347",2,470,15.2,84,0.7,4850,0,0,0
"4348",3,328,15,84,1.3,4730,0,0,0
"4349",4,188,14.8,85,0.7,4780,0,0,0
"4350",5,265,14.4,82,1.2,7080,0,0,0
"4351",6,646,14.3,82,0.7,6530,0.05,0,0
"4352",7,1401,14.9,71,0.9,6510,0.47,0,0
"4353",8,2281,16.9,65,1.6,8960,1.21,0,0
"4354",9,1277,18.8,59,1.6,12330,1.9,0,0
"4355",10,936,20.8,54,1.2,11290,2.45,0,0
"4356",11,979,22,54,2.7,11890,2.89,0,0
"4357",12,1134,23.7,44,1.3,16240,3.2,0,0
"4358",13,1151,25,47,2.5,11200,3.34,0,0
"4359",14,1164,25.9,43,2.7,14930,2.97,0,0
"4360",15,1280,26.9,37,2.7,18500,2.9,0,0
"4361",16,1550,27.3,38,2.9,17840,2.41,0,0
"4362",17,2047,27.2,42,2.9,18280,1.79,0,0
"4363",18,3119,26.4,42,3.1,19950,0.79,0,0
